Name,Street,Locality,Region,Postal_Code,Phone,Fax,Email
Redemption Realty,4500 Valleydale Rd. Ste. 200F,Birmingham,AL,35242,205-862-6904,205-408-9611,pdgarris@juno.com
RE/MAX Southern Homes,903 Montgomery Hwy,Birmingham,AL,35216,205-979-8500,205-979-8414,southernhomesrealestate@yahoo.com
Red Bell Real Estate,"7730 S. Uniion Park Ave, Ste 400",Sandy,UT,84047,801-483-4394,801-464-4084,mls@rewdbellre.com
"R.E.Browne & Associates, LLC","1935 Hoover Court, Ste. 117",Birmingham,AL,35226,205-337-0250,,rayappraisals@bellsouth.net
"ReBirth Marketing and Consulting, LLC",1509 Acorn Circle,Mt. Olive,AL,35117,205-915-2926,205-631-3225,rreese@rebirth.marketing
Rearview Advertising,"2105 Barrett Park Dr, No. 108",Kennesaw,GA,30144,678-574-7261,,alex@rvadv.com
Realty Tools,2 Beechmere Lane,Hunt Valley,MD,21030,000-000-0000,,billing@realtytools.com
RealtySouth-Tuscaloosa,500 Town Center Blvd.,Tuscaloosa,AL,35406,205-758-3300,205-758-9100,cindydenney@realtysouth.com
RealtySouth-Trussville Office,428 Main Street,Trussville,AL,35173,205-655-8877,205-655-8880,bjamick@bellsouth.net
RealtySouth-Shelby Office,240 Applegate Parkway,Pelham,AL,35124,205-663-3895,205-663-5603,reida@reidaunderwood.com
Realtysouth-Northwest 2,505 19th Street W,Jasper,AL,35501,205-221-9931,,kbozeman@realtysouth.com
RealtySouth-Over the Mtn,1220 Alford Avenue,Birmingham,AL,35226,205-822-2364,205-822-2610,dflemming@realtysouth.com
RealtySouth-Oneonta/Blount Co,100 Second Ave West,Oneonta,AL,35121,205-274-4444,205-274-4400,vjbrown@realtysouth.com
RealtySouth-Northeast Alabama,"100 2nd Avenue, W.",Oneonta,AL,35121,205-274-4444,205-274-4400,smarbut@realtysouth.com
RealtySouth-Northern Office,951 Main Street,Gardendale,AL,35071,205-631-5499,205-631-0139,jchamness@realtysouth.com
RealtySouth-OTM-Acton Rd,"2409 Acton Road, Suite 137",Birmingham,AL,35243,205-978-9000,205-979-0020,tstanphill@realtysouth.com
RealtySouth-Huntsville-BHM,2501 25th Pl. South Ste 400,Birmingham,AL,35233,205-255-3555,,shauna@valorcommunities.com
Realtysouth-Cullman,"309 13th Street, NE",Cullman,AL,35055,256-775-6620,256-775-6624,kwhaley@realtysouth.com
RealtySouth-Homewood,1690 Reese St,Homewood,AL,35209,205-407-4774,,macton@realtysouth.com
RealtySouth-MB-Cahaba Rd,2807 Cahaba Road,Birmingham,AL,35223,205-870-5420,205-877-9280,jcamp@realtysouth.com
RealtySouth-Inverness Office,109 Inverness Plaza,Birmingham,AL,35242,205-991-6565,205-991-6923,patabt@gmail.com
RealtySouth-I459 Southwest,4760 Eastern Valley Rd Ste 126,McCalla,AL,35111,205-477-7769,,lshelton@realtysouth.com
RealtySouth-Downtown Birmingham,2229 1st Avenue North,Birmingham,AL,35203,205-325-1311,,Jimdye@realtysouth.com
RealtySouth-MB-Crestline,105 Euclid Avenue,Birmingham,AL,35213,205-879-6330,205-879-8608,ceaton@realtysouth.com
Realty Solutions,"2588 El Camino Real, Ste F334",Carlsbad,CA,92008,800-516-8569,,bill@drslisting.com
Realty Resources of Alabama,741 Volare Drive,Pelham,AL,35244,205-281-3562,866-878-2027,sam.realtyresources@gmail.com
"Realty, Inc.",2649 County Road 1492,Cullman,AL,35058,256-709-9979,,CindySellsAlabama@gmail.com
"Realty Pros, LLC",100 Carrington Lane,Calera,AL,35040,205-665-2828,205-665-9580,mike@realtyprosllc.net
REALTYNET,4000 Eagle Point Corp Dr #425,Birmingham,AL,35242,205-529-8614,800-595-0856,sold@bryanwelch.com
"Realty One, LLC",7070 A Aronov Dr Ste 8105-C1,Fairfield,AL,35064,205-785-2123,205-785-2124,realtyonellc@att.net
Realty Executives-Tuscaloosa,2201 Jack Warner Parkway,Tuscaloosa,AL,35401,205-758-1040,205-758-9936,info@weselltuscaloosa.com
Realty Consultants,1671 Center Point Pkwy Ste 121,Birmingham,AL,35215,205-856-0056,205-856-5444,realtyconsultants1@att.net
Realty Consultants,429 Skyland Blvd Ste B5,Tuscaloosa,AL,35405,205-393-1554,205-342-0049,cindysales@comcast.net
Realty by Design,616 Red Lane Rd Ste B1,Birmingham,AL,35215,205-746-5517,888-862-0705,reidcarol@yahoo.com
Real Property Management Partn,2127 Pelham Parkway Ste 203,Pelham,AL,35124,205-208-9550,205-208-9530,info@realpmpartners.com
REALGEEKS,REALGEEKS,KAILUA,HI,96734,808-261-0616,866-854-3912,LIDA@REALGEEKS.COM
Real Living Georgia Life Realty,211 Main Street,Villa Rica,GA,30180,770-456-2600,770-456-2060,debbie@georgialiferealty.com
REAL ESTATE DIGITAL,PO Box 745007,Atlanta,GA,30374,800-243-2139,,sharon.luna@realestatedigital.com
Real Estate Practitioners 1,"9430 Parkway East, Ste. 5",Birmingham,AL,35215,205-833-3006,205-701-9430,keithturner04@gmail.com
Real Estate Partners Chatt LLC,525 W Main Street,Chattanooga,TN,37402,423-265-0088,423-265-0089,dbrown@houserep.com
Real Estate Assoc-Branch 1,2003 7th Street North,Clanton,AL,35045,205-755-5450,205-755-5459,info@propertyofalabama.com
Real Estate Associates,2003 7th Street North,Clanton,AL,35045,205-755-5450,205-755-5459,info@propertyofalabama.com
Pritchett-Moore Real Estate,1120 Queen City Avenue,Tuscaloosa,AL,35401,205-349-6500,205-349-6567,relocation@pritchett-moore.com
Priority Real Estate & Invest.,"33 Barber Ct, Ste 111",Birmingham,AL,35209,205-941-0900,205-876-8111,raquittak@yahoo.com
Priority Appraisals,186 Hidden Creek Drive,Trinity,AL,35673,000-000-0000,,priorityappraisals@hotmail.com
Priority Appraisals,186 Hidden Creek Drive,Trinity,AL,35673,000-000-0000,,priorityappraisals@hotmail.com
Prime Investment Brokers,"1025 Montgomery Hwy, Ste 103",Birmingham,AL,35216,205-978-2780,205-978-2782,mvkprime@gmail.com
Prestige Realty,806 7th Street South,Clanton,AL,35045,205-280-7500,205-280-7544,denaer1@gmail.com
Prestige Properties Realty LLC,1377 Perdido Key Dr Ste B-120,Pensacola,FL,32507,256-473-5670,,susanlongbeach@cox.net
Premier Real Estate Management,2603 Decatur Hwy Ste 102 A,Gardendale,AL,35071,205-306-4674,205-449-2880,cheryl.prewitt@premierrealestateal.com
"Real Equity, Inc.","2320 Highland Ave S, Suite 150",Birmingham,AL,35205,205-607-0099,,jonathan@realequityrealty.com
Realastate,"794 Indian Hill Drive, None",Woodstock,AL,35188,205-966-5229,205-449-8335,kdeerman16@gmail.com
"Rausch Coleman Realty Group, LLC",4274 Cahaba Heights Court Suite 200,Birmingham,AL,35243,205-895-8529,,kim@harrcorealestate.com
"Ragan Land Company, Inc.",6 OFFICE PARK CIR STE 100,Birmingham,AL,35223,404-731-5559,,DARRELL@RAGANLANDCOMPANY.COM
Ray & Poynor Properties,2629 Cahaba Rd,Birmingham,AL,35223,205-879-3036,205-879-0577,wpoynor@raypoynor.com
"P W H Appraisals, LLC",825 Lual Drive,Tarrant,AL,35217,205-410-4436,866-592-0354,pwhappraisals@charter.net
Queen Bee Realty,612 17th Street North,Bessemer,AL,35020,205-565-7633,205-565-7633,queenbeerealtor4u@gmail.com
"Property One Real Estate, Inc.",300 6th Avenue SW,Birmingham,AL,35211,205-327-2300,205-326-0410,vchardy@victorhardy.com
Premier Living Realty,2736 Tyler Road,Birmingham,AL,35226,205-365-5855,205-978-8892,kdinga@premierliving.com
Property Kayak,3040 Independence Drive,Birmingham,AL,35209,303-746-7347,,kelly@propertykayak.com
Premier Living Realty,2736 Tyler Road,Birmingham,AL,35226,205-365-5855,205-978-8892,kdinga@premierliving.com
Powell Properties,"600 Vestavia Pkwy, Suite 140",Birmingham,AL,35216,205-823-0335,,Chuck@PowellPropertiesLLC.com
Potts Marketing,PO Box 5,Anniston,AL,36202,256-237-7788,,taylor@pottsmarketing.com
"Portside Realty, LLC",4547 Cypress Village Blvd,Orange Beach,AL,36561,251-233-3100,,ross@portsiderealty.com
Porter and Porter,209 North Street West,Talladega,AL,35160,256-362-4194,256-362-0040,joesporter2000@bellsouth.net
Popwell Appraisal Service,503 1st Ave N,Clanton,AL,35045,205-755-7825,205-755-8336,Larry@PopwellAppraisal.com
Pope Realty Inc.,202 N. Main St.,Piedmont,AL,36272,256-447-1111,256-447-9400,bobby@poperealty.net
Platinum Realty,300 Industrial Drive,Birmingham,AL,35211,205-253-3577,,annettecarra@me.com
PLACESTER,101 ARCH ST STE 310,BOSTON,MA,02110,617-858-6517,,DATAOPS@PLACESTER.COM
"Surplus Realty, LLC",2714 20th St. S. No. A,Birmingham,AL,35209,205-541-5861,,joe@surplusrealty.com
"Sun Real Estate, Inc.-- BHM",233 D Deatsville Hwy,Millbrook,AL,36054,334-285-0800,334-285-9385,sunestate@bellsouth.net
Superior Realty Group,"2231 Victory Lane, Ste 410",Vestavia Hills,AL,35216,205-902-1699,205-756-4500,debsimsrealtor@gmail.com
Sylvan Realty LLC,"3495 Piedmont Rd NE, Bldg 11 Suite 300",Atlanta,GA,30305,404-522-1952,,jcolquitt@sylvanre.com
"The McJenkin Company, Inc.",9726 Old Greensboro Road,Tuscaloosa,AL,35405,205-343-1600,205-343-0788,tommcjenkin@charter.net
The Luxe Group,1 Chase Corporate Center Ste 400,Birmingham,AL,35244,205-518-5527,888-316-5785,Jamia@JamiaNelson.com
Total Expert,"6321 Bury Drive, Ste. 15",Eden Prairie,MN,55436,952-977-8618,,jake@totalexpertinc.com
Ward Appraisals,2912 Black Horse Bend,Birmingham,AL,35242,205-981-0133,,billwardappraisals@charter.net
"Wedowee Lake & Lands Realty, I",23 Main St.,Wedowee,AL,36278,256-357-9600,256-357-2323,ron@lakewedowee.org
Walton Brown Real Estate,"701 37th Street South, Suite 7",Birmingham,AL,35222,205-871-7000,205-383-1579,ewaltonbrown@yahoo.com
Zillow Group,2600 Michelson Dr 12th Floor,Irvine,CA,92612,877-419-0670,,idx@zillowgroup.com
Wedgworth Realty,4154 Crosshaven Dr,Birmingham,AL,35243,205-967-1831,205-967-1833,mike@wedgworth.net
"Wedowee Lake & Lands Realty, I",23 Main St.,Wedowee,AL,36278,256-357-9600,256-357-2323,ron@lakewedowee.org
"Zinvestor Properties, LLC",7521 Gadsden Highway,Trussville,AL,35173,205-835-7488,205-508-3711,GCZinder@gmail.com
"Zhou Consulting, LLC",849 Kodak Road,Kodak,TN,37764,865-888-6849,865-888-6284,myagentsimon@yahoo.com
ZapLabs,2000 Powell Street Ste 300,Emeryville,CA,94608,510-735-2753,,data@zaplabs.com
ylopo,4712 Admiralty Wy ste 548,Marina Del Rey,CA,90292,844-359-5493,,support@ylopo.com
Yellowhammer Properties,"6 Office Park Circle STE 218, Sara Thompson",Birmingham,AL,35223,205-527-1054,,sara@yhproperties.com
"W & J Realty, LLC","420 20th St. N., Ste 2200",Birmingham,AL,35203,205-854-1100,205-854-1102,millionairwright@aol.com
Wolfnet Technologies,"211 N 1st Street, Ste 455",Minneapolis,MN,55401,612-342-0088,612-342-0087,MLSNOTIFY@WOLFNET.COM
Xome INC,2901 2nd Ave S,Birmingham,AL,35233,205-296-4615,205-823-7880,brian@reo-group.net
World Properties,"2820 Columbiana Rd, Ste 210",Birmingham,AL,35216,205-879-9287,205-870-9753,WorldProperties@ALRealEstate.com
"William S. Wittmeier, Jr., LLC",1811 Windsor Boulevard,Homewood,AL,35209,706-346-1006,,wwittmeier@gmail.com
Williamson Realty Group,2626 7th Street,Tuscaloosa,AL,35401,205-454-9617,,joshwilliamson.wrg@gmail.com
White Real Estate Inc.,261 State Highway 160,Warrior,AL,35180,205-647-0007,205-413-8900,darren@whiterealestate.com
"Westervelt Realty, Inc.",1400 Jack Warner Pkwy.,Tuscaloosa,AL,35404,205-562-5531,205-562-5013,tchambers@westervelt.com
White House Real Estate,"One Perimeter Park South, Suite 100 N",Birmingham,AL,35243,205-213-5388,,connie@luxebhm.com
"Weichert, Realtors- The Space Place Cullman",403 4th Avenue SW,Cullman,AL,35055,256-731-9611,256-737-9608,dmead1289@gmail.com
Weichert Realtors - Carter & Co,403 4th Ave SW,Cullman,AL,35055,256-737-9611,256-737-9608,info@cartercompany.net
Weichert Realtors-Romano Properties,2711 C Pelham Parkway,Pelham,AL,35124,205-358-7953,205-358-7972,romano.marie@gmail.com
"Weichert, Realtors- The Space Place Cullman",403 4th Avenue SW,Cullman,AL,35055,256-731-9611,256-737-9608,dmead1289@gmail.com
Weichert of Alabama,2304 S. Memorial Pkwy,Huntsville,AL,35801,256-533-7210,256-533-6758,lshoaf@weichertrealtors.net
WEICHERT LEAD,1625 ROUTE 10 EAST,EAST MORRIS PLAINS,NJ,07950,973-656-3307,,WDC_FEEDS@WLNINC.COM
W. David Price,1262 Perry Hill Road,Montgomery,AL,36109,334-313-0366,,4doprice@yahoo.com
Weaver Land & Realty,650 Academy Drive,Bessemer,AL,35022,205-428-4139,205-426-0510,dale@wlandco.com
Webb & Company Realty,7834 Parkway Drive,Leeds,AL,35094,205-699-7001,205-699-9727,webbco@WebbAndCompanyRealty.com
Watts Realty Co Inc,P. O. Box 11425,Birmingham,AL,35202,205-251-1267,205-252-7777,cfox@wattsrealty.com
Warrior Real Estate Inc.,4440 Hargrove Rd East,Tuscaloosa,AL,35405,205-886-6000,,allenbanksre@gmail.com
Watermark Properties- Commeric,1634 Montgomery Highway,Hoover,AL,35216,205-365-7400,205-823-3933,stevestamp@sustainablegrowthproperties.com
Warrior Real Estate Inc.,4440 Hargrove Rd East,Tuscaloosa,AL,35405,205-886-6000,,allenbanksre@gmail.com
Walt Frazier Realty Inc.,110 Burns Street,Eastaboga,AL,36260,256-236-0600,,wavig@cableone.net
Vision Real Estate Services,750 Forrest Avenue Suite 211,Gadsden,AL,35901,256-744-2064,,christopher.g.capps@gmail.com
Venture Realty & Construction LLC,2244 Centerpoint Parkway Ste 207,Birmingham,AL,35235,205-319-4300,205-319-4400,demetris.heard@yahoo.cm
"Vintage Properties, LLC",1517 Rainbow Drive,Gadsden,AL,35901,256-547-3100,256-547-0005,vintagprop@aol.com
Vision Real Estate Services,750 Forrest Avenue Suite 211,Gadsden,AL,35901,256-744-2064,,christopher.g.capps@gmail.com
Vast.com,"111 West 6th Street, Ste 200",Austin,TX,78701,512-531-9046,,vres-payables@vast.com
"Vinson & McCord Realty, LLC","3100 Lorna Rd., Ste. 310",Birmingham,AL,35216,205-978-1627,205-978-3397,svinrealty@yahoo.com
U. S. Realty,180 West Valley Avenue,Birmingham,AL,35209,205-942-1212,205-942-1101,bward@bellsouth.net
Trustmark Bank,One Inverness Center Parkway Ste 201,Birmingham,AL,35242,205-995-4602,,bhendrix@trustmark.com
Trsoft dba planetRE,"2530 Berryessa Road, #350",San Jose,CA,95132,408-507-8128,,idxfeed@planetre.us
Triple A Relocation Realty,6784 Old Springville Road,Pinson,AL,35126,888-966-6878,,contact@aaarelocation.realestate
Tribus,5640 B Telegraph Rd,St Louis,MO,63129,312-957-8846,,idx@tribusgroup.com
Trevor E. Phillips,700 Louisana St. No. 900,Houston,TX,77002,713-547-3694,713-547-3698,trevor.e.phillips@gmail.com
Triple A Relocation Realty,6784 Old Springville Road,Pinson,AL,35126,888-966-6878,,contact@aaarelocation.realestate
Trinity Development,2901 Crescent Avenue,Birmingham,AL,35209,205-266-0426,,cstanfarrell@gmail.com
"Trammel Realty, Inc.",3 Office Park Cir Suite 302,Birmingham,AL,35223,205-966-2948,205-639-1943,casanovaproperties@gmail.com
"Trading Earth, Inc.","500 Southland Dr., Ste. 230",Birmingham,AL,35226,205-254-0000,205-776-8980,anneemichaels@gmail.com
Urban Realty Partners LLC,"2 North 20th Street, Suite 1320",Birmingham,AL,35203,205-862-5507,,aw@urbanrealtybhm.com
Underwood Appraisals,125 Windsor Lane,Pelham,AL,35124,205-620-1773,205-663-3931,veronica@underwoodappraisals.com
Town Square Realty,490 N Wildwood Cir. Ste. 180,Homewood,AL,35209,205-945-4663,205-945-4645,tina@townsquare4ahome.com
Urban Property Holdings,4001 3rd Ave S,Birmingham,AL,35222,214-662-3592,,emily@upbhm.com
UNU Group,"2028 Kentucky Ave., Ste. 107",Birmingham,AL,35216,205-281-6654,,kimberly_anthony@msn.com
UList Realty,"509 Liberty Road, Ste. C",Flowood,MS,39232,601-832-2020,888-351-5977,brad@burlesongroup.com
U Build Realty LLC,8072 Pecan Drive,Bessemer,AL,35022,205-924-3664,205-425-6334,Sandra@UBuildLLC.com
Tynes Development Corp,820 Shades Creek Pkwy.,Birmingham,AL,35209,205-877-3199,205-877-3198,astidham@tynesdevelopment.com
TorchX,"206 N Beach St, #204",Daytona,FL,32114,000-000-0000,,support@torchx.com
"Turn Key Realty, LLC","1214 Decatur Hwy., Ste. 106",Fultondale,AL,35068,205-841-2250,,jessica@turnkeyal.com
"Tortorigi Properties, Inc.",122 N Chalkville Rd No. 201,Trussville,AL,35173,205-243-4667,,jtortorigi@charter.net
Tutt Real Estate LLC,6352 2nd Avenue,Thomaston,AL,36783,334-627-4004,,info@tuttland.com
Today's Home,"1904 Indian Lake Drive, #200",Birmingham,AL,35244,205-588-8282,,deb@deblong.com
"TLC Real Estate, LLC",2129 Moonbrook Drive,Dadeville,AL,36853,256-500-2394,,audreyemoore@yahoo.com
TMI Real Estate,4524 Southlake Pkwy #16,Birmingham,AL,35244,205-985-1010,205-985-1026,tommurphy@tmirealestate.com
Tinsley Realty Company,"200 Office Park Dr, Suite 117",Birmingham,AL,35223,205-871-7299,205-423-0909,roye@apprsl1.com
Three Parks Properties,"13603 Marina Pointe Dr., A620",Marina Del Rey,CA,90292,205-223-1424,213-536-2069,GabrielMCrouch@gmail.com
The Chandler Group,1329 Forestdale Blvd Ste 204,Birmingham,AL,35214,205-531-5208,,cassandra@thechandlergroup.org
The Urban Real Estate Group,8933-C Roebuck Blvd,Birmingham,AL,35206,205-815-5727,205-833-2590,rbutlersr@yahoo.com
"The Carter Group LLC, REALTORS","830 Willow Tree Cir., Ste 2",Cordova,TN,38018,901-753-7222,,raeann@raeann.org
Thackerson Realty,800 North Street E,Talladega,AL,35160,256-362-8411,256-362-8447,david.owen@charter.net
The Brokerage LLC,4000 Eagle Point Corp Drive,Birmingham,AL,35242,205-900-7715,,scotthowell3@gmail.com
TerraValue Real Estate,P.O. Box 1501,Austin,TX,78767,512-569-5498,512-842-7117,alabama@terravalue.net
"TEAMMASSEYPROPERTIES, LLC",3183 D Pelham Parkway,Pelham,AL,35124,205-685-1110,877-744-4241,franSmassey@yahoo.com
"The Realty Zone, LLC","1970 Chandalar Ofc Pk, Ste. 7",Pelham,AL,35124,205-966-1270,205-678-3012,daviddownard@bellsouth.net
Taylor Real Estate Solutions Series,613 Pelham Road South Suite 2,Jacksonville,AL,36265,256-644-4115,,btjsu11@gmail.com
The Realty Store LLC,"3100 Lorna Rd, Suite 314",Birmingham,AL,35216,205-739-1463,,ccrouv@yahoo.com
The Prosperous Realty Group,85 Bagby Drive Suite 353,Birmingham,AL,35209,205-948-6059,,kebattle.kb@gmail.com
"The Real Estate Group, Inc.",2540 Valleydale Rd,Birmingham,AL,35244,205-987-5995,,realestategroup1@bellsouth.net
The Property Professionals LLC,130 20th Court NW,Birmingham,AL,35215,205-815-4300,205-815-4241,liSaunders@aol.com
The Oakley Group,1601 21st Street South,Birmingham,AL,35205,205-918-0785,205-918-0787,doakley@hpapts.com
The Realty Pros,418 Martin St S,Pell City,AL,35128,205-884-0400,205-884-0401,realtyprospc@gmail.com
"The Phoenix Realty Group, Inc.",104 Overdale Ct,Madison,AL,35756,256-503-4943,,rhondalboyette16@gmail.com
"The Paulk Group, Inc.",400 Eagle Pointe Corporate Dr.,Birmingham,AL,35242,205-995-8464,205-437-0311,paulkp@charter.net
The Meadows Agency,6100 McClellan Blvd,Anniston,AL,36206,256-820-5300,256-820-0473,emeadow2@bellsouth.net
"Switch Realty, LLC","2709 Pelham Parkway, Ste. B",Pelham,AL,35124,205-624-2520,,ann@teamcapps.com
SweetHomes Alabama LLC,867 Redmount Drive,Tuscaloosa,AL,35404,205-310-4272,,srystr77@gmail.com
Sweet Home Alabama Realty,535 County Road 831,Cullman,AL,35057,256-339-5883,866-735-0068,lorraine@sweethomealabamarealty.com
Sweet Homelife Oneonta,105 B 3rd Street North,Oneonta,AL,35121,205-285-8788,205-285-8789,kellibrownrealtor@gmail.com
Sustainable Growth Properties,1634 Montgomery Highway,Hoover,AL,35216,205-365-7400,205-823-3933,stevestamp@sustainablegrowthproperties.com
"SVN Kahn Properties, Inc.",3600 Clairmont Avenue,Birmingham,AL,35222,205-933-7788,205-933-2936,Gayle.belcher@svn.com
Sustainable Growth Properties,1634 Montgomery Highway,Hoover,AL,35216,205-365-7400,205-823-3933,stevestamp@sustainablegrowthproperties.com
Sweet Homelife,2722 Mt. Olive Road,Mount Olive,AL,35117,205-285-8788,,KimberlyBibb72@yahoo.com
Summit Realty Company,"2000 Crestwood Blvd., Ste. 305",Birmingham,AL,35210,205-951-2355,205-951-2366,baird@summitrealtysold.com
"Susie Weems Real Estate, LLC",314 Albert Rains Blvd.,Gadsden,AL,35901,256-546-4663,256-546-9995,bgreer@weems-realestate.com
Sullivan Realty,2410 5th Ave South,Birmingham,AL,35233,205-978-5400,205-823-1516,SullivanRealty@charter.net
"Stringfellow Properties, Inc.",2400 Mountain Drive Suite 103,Birmingham,AL,35226,205-824-1459,205-824-8847,carl@stringprop.com
"Sue Holland Realty, LLC",216 South 5th Street,Gadsden,AL,35901,256-467-3555,,sueholland.realty@gmail.com
Strong Realty,501 Highway 74,Chelsea,AL,35043,205-612-2848,866-568-3702,mcdonald@stronglands.com
Stratford Real Estate,"8317 Railroad Avenue, Suite 101",Leeds,AL,35094,205-702-2222,205-699-8447,office@soldbystratford.com
Stan Smith Real Estate,51 Chapel Creek Lane,Fultondale,AL,35068,205-296-3815,,stansmithrealestate@gmail.com
